product_name,predicted_cat,predicted_sub_cat,error
Newport Slim Fit Fit Men's Jeans,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Flying Machine Men's Solid Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Peter England Men's Striped Formal Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Flippd Men's Geometric Print Quarter Length Socks,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Excalibur Men's Checkered Formal Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
W Printed Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Flying Machine Slim Fit Men's Trousers,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
People Casual Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
People Slim Fit Men's Trousers,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Wrangler Men's Trousers,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Solid Men's Polo T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Printed Men's Round Neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Rain & Rainbow Printed Women's Anarkali Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Levi's Full Sleeve Solid Men's Sweatshirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Jockey Zone Stretch Men's Trunk,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
French Connection Men's Solid Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Ishin Printed Fashion Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Cenizas Casual Self Design Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Ishin Animal Print Rajshahi Art Silk Sari,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Budding Bees Girl's Empire Waist Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Freecultr Express Graphic Print Men's V-neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Mustard Solid Women's Round Neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Mustard Casual Full Sleeve Solid Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
United Colors of Benetton Solid Men's Polo T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Aurelia Casual Printed Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Flippd Solid Men's V-neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Men's Solid Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok Solid Men's Round Neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Full Sleeve Solid Men's Sweatshirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Solid Men's V-neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok Women's Solid Ankle Length Socks,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Breakbounce Men's Solid Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Tasrika Self Design Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Levi's Slim Fit Men's Trousers,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Newport Solid Men's Polo T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Printed Men's Round Neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Jockey Men's Zone Brief,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Allen Solly Men's Solid Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Tasrika Printed Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Locomotive Men's Floral Print Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Cherokee Casual Short Sleeve Solid Girl's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Wrangler Men's Solid Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Newport Straight Fit Fit Men's Jeans,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Lee Men's Solid Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Tasrika Solid,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok Women's Solid Ankle Length Socks,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Tasrika Casual Printed Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Adidas Men's T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Aurelia Printed Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Puma Printed Men's Round Neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=1056197, name=Floral Printed  Mega Sleeves Polyester Kurti, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=48373, name=Red Printed Tunic Top, units=1}, {uiproduct_id=48369, name=Pink Pleated Kurta, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=914334, name=Ankle Length Light Blue Jeggings, units=1}]",Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=1178427, name=quarter sleeve monochrome print kurti, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=48367, name=Blue Pleated Cotton Kurta, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok White & Blue T-Shirt - Size L,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=51736, name=Printed Black Anarkali, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Araham Green Polyester Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Araham Black And Pink Polyester Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Araham Red Cotton Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Araham Black And Green Polyester Suit Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Araham Black Dress Material,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=48358, name=Black Lace Dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Black Plain Capri,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Black Full Sleeves Shrug,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Stellen Combo Of Black-Cream-Denim Socks For Men,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Full Length Cotton Lycra Leggings Black|Full Length Cotton Lycra Leggings Black,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Red Tie Knot Halter Neck Top,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Red Tie Knot Halter Neck Top,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Big Size- Rainbow Umbrella,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok White & Blue T-Shirt - Size L,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Maroon Cotton Full Patiala Salwar,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Reebok White & Blue T-Shirt - Size L,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
White Shrug With Net Back - Aashish Fabrics,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Reebok White & Blue T-Shirt - Size L,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok White & Blue T-Shirt - Size L,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok White & Blue T-Shirt - Size L,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok White & Blue T-Shirt - Size L,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok White & Blue T-Shirt - Size L,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok White & Blue T-Shirt - Size L,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Gumber Solid Men's Three Fourths,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Gumber Men's Solid Ankle Length Socks,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
GraceDiva Floral Print Women's Gathered Skirt,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Gumber Men's Track Pants Pyjama,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Aarika Baby Girl's Empire Waist Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Shopping Monster Graphic Print Men's Round Neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Cutecumber Girl's A-line Dress,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Gumber Solid Men's Basic Shorts,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Abhishti Casual Solid Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
'White Oxford 2 Ply Regular Fit Shirt -S (38)',Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Aarti Set of 7 Tussar Art Silk Sarees (7B3) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Look Slim Garment for Women - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Slimming Vest for Men - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Pure Elegant Collection of 7 Printed Georgette Sarees (7G19) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pure Elegant Collection of 7 Printed Georgette Sarees (7G19) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pure Elegant Collection of 7 Printed Georgette Sarees (7G19) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Look Slim Garment for Women - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Slimming Vest for Men - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Get In Shape Slimming Vest for Men - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Set of 7 Art Silk Sarees (7A1) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pure Elegant Collection of 7 Printed Georgette Sarees (7G19) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Slimming Vest for Men - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Pure Elegant Collection of 7 Printed Georgette Sarees (7G19) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Look Slim Garment for Women - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Set of 7 Art Silk Sarees (7A1) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pure Elegant Collection of 7 Printed Georgette Sarees (7G19) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Slimming Vest for Men - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Get In Shape Look Slim Garment for Women - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Adorable Collection of 7 Georgette Sarees (7G14),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Set of 7 Art Silk Sarees (7A1) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Look Slim Garment for Women - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Look Slim Garment for Women - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Pure Elegant Collection of 7 Printed Georgette Sarees (7G19) - AKSO,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Get In Shape Look Slim Garment for Women - Buy 1 Get 1 Free,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=48358, name=Black Lace Dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=894327, name=Plaid print poly chiffon Knot Shirt, units=1}, {uiproduct_id=48361, name=Pink Sheer Top, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
TOG Cotton Checks Full Sleeves Shirt   (Size-L),Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
TOG Purple Cotton Casual Shirt (Size-M),Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Jogur Half Sleeves Casual Shirt (Size-L),Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Jogur Black Cotton Formal Shirt (Size-38),Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
TOG Cotton Polos Shirt (Size-XL) | TOG Green Cotton Casual Shirt (Size-XL),Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Striped Men's Polo T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"Swaranjali Floral Print, Self Design Fashion Art Silk, Cotton Sari",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=1061437, name=Sleeveless colour block georgette dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=1027859, name=Multicolor short sleeve Silk Kurta, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=73193, name=Classy Cr?me Jumpsuit, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
United Colors of Benetton Corporate Casuals,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
U.S.Polo.Assn Men's T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Flying Machine Men's Checkered Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Rain & Rainbow Casual Printed Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Jockey Men's POP Brief,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Lee Sleeveless Solid Men's Sweatshirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Solid Men's Polo T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Newport Slim Fit Fit Men's Jeans,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Levi's Men's Solid Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
People Slim Fit Men's Trousers,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Cherokee Casual Sleeveless Solid Girl's Top,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Cherokee Kids Casual Short Sleeve Solid Girl's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
"[{uiproduct_id=1082021, name=red Stitch Detailed Yoke Cotton Top, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Adidas Solid Men s Sports Shorts With 2 Zipper Pocket,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Shorts For Mens Pack of 2 Black & Blue,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Solid Men s Sports Shorts With 2 Zipper Pocket|Adidas Sports Shorts With Zip,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Shorts For Mens Pack of 2 Black & Blue,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Men s Lower|Adidas Solid Men s Sports Shorts With 2 Zipper Pocket,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Solid Men s Sports Shorts With 2 Zipper Pocket,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Men Bermuda Fitness Sports Capri Pant,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Solid Men s Sports Shorts With 2 Zipper Pocket,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Sports Capri With Zip Pokets,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Shorts For Mens Pack of 2 Black & Blue,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Solid Men s Sports Shorts With 2 Zipper Pocket,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Solid Men s Sports Shorts With 2 Zipper Pocket,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Polyester Sports Short (White),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Adidas Shorts For Mens Pack of 2 Black & Blue,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas Men s Lower|Adidas Solid Men s Sports Shorts With 2 Zipper Pocket,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Adidas track pant,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Sierra Multi Polyester Top (Size-S),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Sierra Black Polyester Top (Size-S),Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Syndicate Sports Combo of Swim Cap And Swim Goggles With Nose Plugs-Black (Size-XL) | Adidas Shorts-Black And Red (Size-L),Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
People Casual Short Sleeve Solid Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Tasrika Printed Women's Straight Kurta,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Newport Slim Fit Fit Men's Jeans,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Kataan Bazaar Red Off White Banarasi Saree,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Wrangler Regular Fit Fit Men's Jeans,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Reebok Solid Men's Polo T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Men's Solid Casual Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Nivia Men's Solid Ankle Length Socks,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Jockey Men's Modern Classic Brief,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Wrangler Solid V-neck Casual Men's Sweater,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Dressberry Casual Sleeveless Applique Women's Top,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Black Coffee Men's Checkered Formal Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=894327, name=Plaid print poly chiffon Knot Shirt, units=1}, {uiproduct_id=48373, name=Red Printed Tunic Top, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=1111137, name=Cream Floral Quarter-Sleeved Kurti, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Black Coffee Men's Solid Formal Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Highlander Slim Fit Men's Trousers,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Lee Rodeo Fit Fit Men's Jeans,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Wrangler Regular Fit Fit Men's Jeans,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Lee Sleeveless Solid Men's Sweatshirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=922822, name=Solid yellow roll-up sleeved shirt, units=1}]",Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=1086192, name=Dori neck quarter sleeve kurta, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=1007660, name=Sea green Polka dot printed black georgette saree, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
United Colors of Benetton Men's Jacket,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Gas Solid Men's V-neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Levi's Slim Fit Fit Men's Jeans,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Rain & Rainbow Casual Printed Women's Kurti,Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Adidas Solid Men's Round Neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Printed Men's Round Neck T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Levi's Slim Fit Fit Men's Jeans,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Fila Men's T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Puma Regular Fit Men's Trousers,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Allen Solly Striped Men's Polo T-Shirt,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=1166962, name=Sleeveless butterfly print crepe fit & flare dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
"[{uiproduct_id=936597, name=Sleeveless overlap neck dress, units=1}]",Apparel & Accessories,Apparel & Accessories->Women's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
Clothing,Apparel & Accessories,Apparel & Accessories->Men's Clothing,1
